,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18836.0,18836.0,18836.0
mean,0.6100528370925236,0.03824540283503262,26.323051603312805
std,0.07582820674470975,0.032136678054259196,22.67533954936493
min,0.30769553780555725,0.0,0.0
25%,0.5583212971687317,0.004845291376113892,1.0
50%,0.6114643514156342,0.03830838203430176,31.0
75%,0.663122147321701,0.05773393809795379,49.0
max,0.9158906936645508,0.2432989180088043,49.0
