,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18482.0,18482.0,18482.0
mean,0.6666725815590577,0.040392916675783215,31.482631749810626
std,0.08087440640145556,0.02891402389421074,21.584988837855192
min,0.3466423749923706,0.0,0.0
25%,0.6116890460252762,0.02011917531490326,4.0
50%,0.6686817407608032,0.039779603481292725,49.0
75%,0.724968284368515,0.0580027848482132,49.0
max,0.9374817609786988,0.2557439506053925,49.0
