,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,19170.0,19170.0,19170.0
mean,0.6336009670109194,0.05453925978782964,27.302973395931144
std,0.08785542239131558,0.04057668411062313,22.02922800887104
min,0.2872441411018372,0.0,0.0
25%,0.5762502104043961,0.021162644028663635,2.0
50%,0.6442342102527618,0.05476182699203491,34.0
75%,0.6977519541978836,0.08068878948688507,49.0
max,0.9028013944625854,0.25196725130081177,49.0
