,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18836.0,18836.0,18836.0
mean,0.6403912257606448,0.05887799818890696,28.254884264174983
std,0.09909224102192331,0.04293815863753948,21.901470241976096
min,0.3063051998615265,0.0,0.0
25%,0.5737751722335815,0.024886235594749454,2.0
50%,0.6523007750511169,0.05874443054199219,41.0
75%,0.714710995554924,0.08643214404582979,49.0
max,0.8837096691131592,0.28464946150779724,49.0
