,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18836.0,18836.0,18836.0
mean,0.6654840512756938,0.03872689837975521,29.859099596517307
std,0.07657957562557688,0.028226022029634822,21.961556355216686
min,0.3278238773345947,0.0,0.0
25%,0.6149608492851257,0.0175645649433136,3.0
50%,0.6691487729549408,0.03844475746154786,49.0
75%,0.720274955034256,0.057233288884162896,49.0
max,0.923012375831604,0.21169960498809812,49.0
