,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,19170.0,19170.0,19170.0
mean,0.6431845098609531,0.037471829751971865,26.908555033907145
std,0.07332544516497812,0.02984303599812369,22.351521670707573
min,0.34196481108665466,0.0,0.0
25%,0.5943853706121445,0.01069726049900055,1.0
50%,0.6468253135681152,0.037012845277786255,34.0
75%,0.6960077583789825,0.05656079947948456,49.0
max,0.9290418028831482,0.2413000166416168,49.0
