,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18836.0,18836.0,18836.0
mean,0.6012051937799845,0.03886326424418348,26.077988957315778
std,0.07597120231682165,0.03317415946291654,22.723901659305895
min,0.3029773831367493,0.0,0.0
25%,0.5492192953824997,0.004053458571434021,1.0
50%,0.6019448339939117,0.03893008828163147,29.0
75%,0.654466062784195,0.05826246738433837,49.0
max,0.932753324508667,0.2533946633338928,49.0
