,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18836.0,18836.0,18836.0
mean,0.6645420317685029,0.03908169031915302,29.981471650031853
std,0.0765518533455797,0.028175548701838776,21.86338174439355
min,0.34963274002075195,0.0,0.0
25%,0.6132621765136719,0.017930880188941956,3.0
50%,0.6680339872837067,0.0385969877243042,49.0
75%,0.720080241560936,0.05761396884918212,49.0
max,0.9306730031967164,0.1907227337360382,49.0
