,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,19170.0,19170.0,19170.0
mean,0.5983412225061739,0.05641259685834995,23.579551382368283
std,0.106656096696046,0.04804621832102332,22.323560243961364
min,0.28516000509262085,0.0,0.0
25%,0.5235059261322021,0.0033767521381378174,1.0
50%,0.605728268623352,0.055266380310058594,15.0
75%,0.6767788529396057,0.0897829532623291,49.0
max,0.8888763189315796,0.2891933619976044,49.0
