,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18482.0,18482.0,18482.0
mean,0.6929876735900958,0.05812107793323251,32.51817985066551
std,0.0871747327760758,0.03630145015857675,20.793027731654345
min,0.33039045333862305,0.0,0.0
25%,0.642301008105278,0.03448261320590973,8.0
50%,0.7040575742721558,0.05780214071273803,49.0
75%,0.7559610903263092,0.08035126328468323,49.0
max,0.9192259311676024,0.25069230794906616,49.0
