,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18482.0,18482.0,18482.0
mean,0.6560046596694671,0.06473453678154427,31.407423439021752
std,0.09905938570873013,0.04227680687932158,21.23302130502726
min,0.3304570317268372,0.0,0.0
25%,0.5897943675518036,0.03587190806865692,6.0
50%,0.6663039028644562,0.06412234902381897,49.0
75%,0.7306170165538788,0.09205649793148041,49.0
max,0.9148024320602416,0.2769940197467804,49.0
