,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18836.0,18836.0,18836.0
mean,0.6209054211062417,0.038605674856039184,27.1206731790189
std,0.07557948879307905,0.031285914500362035,22.522589562673716
min,0.3303293585777283,0.0,0.0
25%,0.5704555362462997,0.008874163031578064,1.0
50%,0.6232829093933105,0.0384155809879303,37.0
75%,0.6743957102298737,0.05756039917469025,49.0
max,0.9062694311141968,0.2204272747039795,49.0
