,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,19170.0,19170.0,19170.0
mean,0.6098715584105231,0.03562107253460195,23.931246739697443
std,0.07287848289728852,0.031768267977496406,22.63342362872744
min,0.32131749391555786,0.0,0.0
25%,0.560302272439003,0.0,0.0
50%,0.6128645241260529,0.03558799624443054,16.0
75%,0.6608519554138184,0.05493263900279999,49.0
max,0.9157379269599916,0.2253996431827545,49.0
