,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,19170.0,19170.0,19170.0
mean,0.6094292948907655,0.036251737272981935,23.942253521126762
std,0.07310283598096844,0.03222050484521586,22.620433792699323
min,0.33238059282302856,0.0,0.0
25%,0.5594847947359085,0.0,0.0
50%,0.6123271584510803,0.03599610924720764,16.0
75%,0.6610108464956284,0.0560566782951355,49.0
max,0.9149511456489564,0.25270920991897583,49.0
