,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18482.0,18482.0,18482.0
mean,0.6670193576042611,0.04027953069101176,31.444540634130504
std,0.08056873149602554,0.02878613632052076,21.634282673445515
min,0.3371632695198059,0.0,0.0
25%,0.6130037009716034,0.019865766167640686,4.0
50%,0.6693376302719116,0.039561331272125244,49.0
75%,0.7255436033010483,0.057680606842041016,49.0
max,0.928048849105835,0.2504555583000183,49.0
