,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18482.0,18482.0,18482.0
mean,0.70149571249662,0.04006863142998752,32.76961367817336
std,0.0765799340074139,0.026445555476929745,21.012287039894453
min,0.34759026765823364,0.0,0.0
25%,0.6510297656059265,0.021963194012641907,7.0
50%,0.7064997553825378,0.03923413157463074,49.0
75%,0.7570913583040237,0.057108402252197266,49.0
max,0.92321515083313,0.20541757345199585,49.0
