,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18836.0,18836.0,18836.0
mean,0.6089977956825722,0.03852527200492179,26.447706519430877
std,0.07542566817938845,0.03170423121737238,22.593680728520344
min,0.31654566526412964,0.0,0.0
25%,0.55734983086586,0.007149368524551392,1.0
50%,0.6103230118751526,0.038452714681625366,31.0
75%,0.6627861559391022,0.057765468955039985,49.0
max,0.9218813180923462,0.2093471884727478,49.0
