,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18836.0,18836.0,18836.0
mean,0.6200638173694291,0.038522866206276464,27.096092588660014
std,0.07569009703821743,0.03135933134135162,22.484240503225294
min,0.33213189244270325,0.0,0.0
25%,0.5689045488834381,0.00836634635925293,1.0
50%,0.6226729154586792,0.03878262639045715,37.0
75%,0.6728795021772385,0.057500272989273064,49.0
max,0.9181701540946959,0.22079280018806455,49.0
