,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18482.0,18482.0,18482.0
mean,0.6433240765714372,0.06605628992124188,31.157558705767773
std,0.10282598180869948,0.043945767496744344,21.383961394873463
min,0.3222271203994751,0.0,0.0
25%,0.5737078934907913,0.034677520394325256,5.0
50%,0.6518235504627228,0.0665958821773529,49.0
75%,0.7202446907758713,0.09425340592861177,49.0
max,0.9248558282852172,0.33899304270744324,49.0
