,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18482.0,18482.0,18482.0
mean,0.6696802548094237,0.062323044295783635,31.457688561843955
std,0.095328373164088,0.04052483205298157,21.122728422143684
min,0.3336835503578186,0.0,0.0
25%,0.6082611232995987,0.03466801345348358,6.0
50%,0.6814843714237213,0.06201788783073425,49.0
75%,0.7395283430814743,0.08787456154823303,49.0
max,0.9180620312690736,0.25209280848503113,49.0
