,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18836.0,18836.0,18836.0
mean,0.6319674372888214,0.059944834641639175,27.44292843491187
std,0.10273422661347072,0.04531498646274099,22.02653713359318
min,0.27632683515548706,0.0,0.0
25%,0.561708077788353,0.021915137767791748,2.0
50%,0.6443752646446228,0.05969962477684021,35.0
75%,0.7093695253133774,0.08867919445037843,49.0
max,0.9125801920890808,0.3115895986557007,49.0
