,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18836.0,18836.0,18836.0
mean,0.6424989685476346,0.05844513343654638,27.96028880866426
std,0.09820242427524695,0.04289023758551082,21.982948596358007
min,0.30101725459098816,0.0,0.0
25%,0.5775874704122543,0.02384522557258606,2.0
50%,0.6552411913871765,0.05788642168045044,39.0
75%,0.7145249843597412,0.08645907789468765,49.0
max,0.8985595703125,0.2642021179199219,49.0
