,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,19170.0,19170.0,19170.0
mean,0.5947924668800103,0.035390447250367704,22.757485654668752
std,0.07468832983210572,0.0328240237084646,22.611807456386703
min,0.3159409165382385,0.0,0.0
25%,0.5443502962589264,0.0,0.0
50%,0.5963511765003204,0.03520962595939636,11.0
75%,0.6455316841602325,0.0554804652929306,49.0
max,0.9455009698867798,0.2359628677368164,49.0
