,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,19170.0,19170.0,19170.0
mean,0.6104820968150844,0.05535182779539235,24.061554512258738
std,0.10203554781630607,0.04605730737569568,22.253521680237643
min,0.29524850845336914,0.0,0.0
25%,0.540790781378746,0.0068883150815963745,1.0
50%,0.6210584044456482,0.054171472787857056,17.0
75%,0.6865438371896744,0.08672216534614563,49.0
max,0.8979028463363647,0.28183841705322266,49.0
