,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18482.0,18482.0,18482.0
mean,0.6413541469235606,0.04115669583296469,30.926793637052267
std,0.08069345539820655,0.029747930049870884,21.809027379108667
min,0.3398315906524658,0.0,0.0
25%,0.5869132280349731,0.01990619301795959,3.0
50%,0.6426244676113129,0.04058721661567688,49.0
75%,0.6983754634857178,0.05901017785072326,49.0
max,0.9330009222030641,0.25308966636657715,49.0
