,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18482.0,18482.0,18482.0
mean,0.643942017599613,0.06702853698948995,31.404934530894923
std,0.102211328935319,0.04464529882175036,21.310929093407452
min,0.3146439790725708,0.0,0.0
25%,0.5737014710903168,0.035345062613487244,5.0
50%,0.6528005599975586,0.06717908382415771,49.0
75%,0.720563143491745,0.09534227102994919,49.0
max,0.912639856338501,0.3645736575126648,49.0
