,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18482.0,18482.0,18482.0
mean,0.6111197366886435,0.041294147834841304,29.819500054106697
std,0.07899858817572154,0.031021320229164255,22.208899264623845
min,0.3122467994689941,0.0,0.0
25%,0.5573322176933289,0.017466649413108826,2.0
50%,0.6129110157489777,0.04146721959114075,49.0
75%,0.6659052819013596,0.05936752259731294,49.0
max,0.9055243730545044,0.27828890085220337,49.0
