,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,19170.0,19170.0,19170.0
mean,0.6188510365780282,0.05535179620057764,24.983568075117372
std,0.09771779118548134,0.04474051864297288,22.18051304762715
min,0.307566374540329,0.0,0.0
25%,0.5531694144010544,0.012312382459640501,1.0
50%,0.6290069222450256,0.05438241362571716,21.0
75%,0.6908671408891678,0.08519040048122406,49.0
max,0.9012436866760254,0.2852722406387329,49.0
