,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,19170.0,19170.0,19170.0
mean,0.6024080250573519,0.05623084638631151,23.74872196139802
std,0.10609986532053524,0.0474127719355528,22.31610598763729
min,0.29242441058158875,0.0,0.0
25%,0.5295457541942596,0.005664899945259094,1.0
50%,0.610978901386261,0.05480077862739563,15.0
75%,0.6812874376773834,0.08867659419775009,49.0
max,0.8968651294708252,0.2835260629653931,49.0
