,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18482.0,18482.0,18482.0
mean,0.610299462865937,0.04168196241166243,30.173195541608052
std,0.07960555151453204,0.030836362848985655,22.10908095052295
min,0.31392449140548706,0.0,0.0
25%,0.5557740926742554,0.01892568916082382,2.0
50%,0.610939085483551,0.04164645075798035,49.0
75%,0.6657361388206482,0.05967693030834198,49.0
max,0.9092320203781128,0.2304267883300781,49.0
