,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,19170.0,19170.0,19170.0
mean,0.6033946671598457,0.056056258416636015,23.73375065206051
std,0.10454113354333106,0.04703886598950176,22.265797061452552
min,0.295899510383606,0.0,0.0
25%,0.5304394364356995,0.004785701632499696,1.0
50%,0.6113210618495941,0.05568692088127136,16.0
75%,0.6803743839263916,0.08856400847434998,49.0
max,0.8803577423095703,0.276870995759964,49.0
