,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,19170.0,19170.0,19170.0
mean,0.6240466876753183,0.03571568477663698,24.719144496609285
std,0.0725295541892337,0.030908311531232732,22.5969406431872
min,0.33628350496292114,0.0,0.0
25%,0.5757851600646973,0.00138247013092041,1.0
50%,0.6276775300502777,0.03504288196563721,20.0
75%,0.6752836108207703,0.05530731379985809,49.0
max,0.91367769241333,0.2393174171447754,49.0
