,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18836.0,18836.0,18836.0
mean,0.6597228034125135,0.05664115969505399,29.857719260989594
std,0.0891292269951675,0.0388123799854881,21.58131004665708
min,0.28287601470947266,0.0,0.0
25%,0.6027284264564514,0.029378056526184082,4.0
50%,0.6707989573478699,0.05650706589221954,49.0
75%,0.7251336574554443,0.08111457526683807,49.0
max,0.894595742225647,0.2949068546295166,49.0
