,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18482.0,18482.0,18482.0
mean,0.7022446649194009,0.040061216261618814,32.53668434152148
std,0.07670043206295574,0.02662757339043166,21.02500518241661
min,0.3637481331825256,0.0,0.0
25%,0.6510950028896332,0.022013485431671143,7.0
50%,0.7065593898296356,0.0393775999546051,49.0
75%,0.758434608578682,0.05703310668468475,49.0
max,0.932607352733612,0.22250157594680786,49.0
