,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18482.0,18482.0,18482.0
mean,0.6240935968786411,0.04158149010761516,30.582242181582078
std,0.07903260177495712,0.03039639514677232,21.979644738980507
min,0.3198603391647339,0.0,0.0
25%,0.5707133114337921,0.019807949662208554,3.0
50%,0.6254220008850098,0.04110470414161682,49.0
75%,0.6790947169065475,0.05930756032466889,49.0
max,0.9249223470687866,0.25241804122924805,49.0
