,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18836.0,18836.0,18836.0
mean,0.6187980519352534,0.06089411949017772,26.9139413888299
std,0.10630734835060676,0.04588115547457729,22.13882820539529
min,0.3103869557380676,0.0,0.0
25%,0.5434336811304092,0.020877346396446228,2.0
50%,0.6274000704288483,0.06145823001861572,32.0
75%,0.6984192132949829,0.09139564633369446,49.0
max,0.9114254117012024,0.26953405141830444,49.0
