,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18836.0,18836.0,18836.0
mean,0.6176760821401706,0.06095046729931636,27.055213421108515
std,0.10553477426842557,0.046281807245370093,22.126264326161518
min,0.30388236045837397,0.0,0.0
25%,0.543069452047348,0.020094737410545346,2.0
50%,0.6260418593883514,0.06119540333747864,32.0
75%,0.6964836567640305,0.0920080840587616,49.0
max,0.9091955423355104,0.322495311498642,49.0
