,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,19170.0,19170.0,19170.0
mean,0.6197017529682997,0.05510981033789844,25.036671883150756
std,0.09812568229013105,0.0445697540736621,22.126714335386133
min,0.2955647110939026,0.0,0.0
25%,0.5535742938518524,0.01205967366695404,1.0
50%,0.6315739452838898,0.054345905780792236,21.0
75%,0.6917808651924133,0.08430368453264235,49.0
max,0.8880019783973694,0.32145029306411743,49.0
