,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,19170.0,19170.0,19170.0
mean,0.635522442693877,0.053696856498096406,26.869066249347938
std,0.08932136224388297,0.040639244041831245,22.05377518145306
min,0.30544164776802063,0.0,0.0
25%,0.5775474011898041,0.0182618647813797,2.0
50%,0.6455661654472351,0.05386516451835632,31.0
75%,0.7008459717035294,0.08029845356941223,49.0
max,0.913280725479126,0.2496598958969116,49.0
