,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,18482.0,18482.0,18482.0
mean,0.6472789708324589,0.06632806662421324,31.45893301590737
std,0.1015894917010975,0.0436818376410486,21.285070723634878
min,0.32782694697380066,0.0,0.0
25%,0.5774939358234406,0.036323338747024536,5.0
50%,0.6566336154937744,0.06597298383712769,49.0
75%,0.7242887616157532,0.09379842132329941,49.0
max,0.9142132997512816,0.3105953633785248,49.0
