,correct_word_similarity,top_minus_correct_similarity,similarity_index
count,19170.0,19170.0,19170.0
mean,0.6111674948073205,0.055053626587755304,23.76374543557642
std,0.10244194843222074,0.04623080050984104,22.185032078915683
min,0.28436800837516785,0.0,0.0
25%,0.5413372963666916,0.005891069769859314,1.0
50%,0.6207205951213837,0.054450929164886475,16.0
75%,0.6874763667583466,0.08614934980869293,49.0
max,0.8875429630279541,0.26196444034576416,49.0
